iter	Logloss
571	0.04593658693
572	0.04587515384
573	0.0458344089
574	0.04577499852
575	0.04573630769
576	0.04570395841
577	0.04567464077
578	0.04560138581
579	0.04553598063
580	0.04546366162
581	0.04540387658
582	0.04534336933
583	0.04529451892
584	0.04528326633
585	0.04524777293
586	0.04517927975
587	0.04515434438
588	0.04512247967
589	0.04509248616
590	0.04502563202
591	0.04501245072
592	0.04496609057
593	0.04490189998
594	0.04486882307
595	0.04481532392
596	0.04474291128
597	0.04471023712
598	0.04469307251
599	0.04464779804
600	0.04458599294
601	0.04452796162
602	0.04446341396
603	0.04443024312
604	0.04441154605
605	0.04439154294
606	0.04436867147
607	0.04431380009
608	0.04428360962
609	0.04424915417
610	0.04417942739
611	0.04412709071
612	0.04411703176
613	0.04405273394
614	0.04399277737
615	0.04397442045
616	0.04392539927
617	0.04389496253
618	0.04383234492
619	0.04378956934
620	0.04375491255
621	0.04369896036
622	0.04365213602
623	0.04360207595
624	0.04358707905
625	0.04353249412
626	0.04348882252
627	0.04342711031
628	0.04334982761
629	0.04327721035
630	0.0432015386
631	0.04317358247
632	0.04314470576
633	0.04308308908
634	0.04301560365
635	0.04295243382
636	0.04289278412
637	0.04287208526
638	0.04284581359
639	0.04283444064
640	0.04276440928
641	0.04271748123
642	0.04270806539
643	0.04264693473
644	0.04257548243
645	0.04253673736
646	0.04247507732
647	0.04242347608
648	0.04233301295
649	0.0422784427
650	0.04222132645
651	0.04217195998
652	0.04214852267
653	0.04213193404
654	0.04207572471
655	0.04202310694
656	0.04195572392
657	0.04189996004
658	0.04184568353
659	0.0417973929
660	0.04176283018
661	0.04171541258
662	0.04170056466
663	0.04164471109
664	0.04159052825
665	0.04153406571
666	0.0414527969
667	0.04137412848
668	0.04132770693
669	0.04126674565
670	0.04125650623
671	0.04120621224
672	0.04108989051
673	0.04105431273
674	0.04100019308
675	0.04090526569
676	0.04085672928
677	0.04081003334
678	0.04077908174
679	0.04070781395
680	0.04065454766
681	0.04060156585
682	0.04057030882
683	0.04051831803
684	0.0404450797
685	0.04041457612
686	0.04035281093
687	0.04029010644
688	0.04025206848
689	0.0401995551
690	0.04014832653
691	0.0401046096
692	0.04005276347
693	0.03999554366
694	0.03992399462
695	0.03988675776
696	0.0398625236
697	0.03983355479
698	0.0397731712
699	0.03971799355
700	0.03967811104
701	0.03964164373
702	0.03953664167
703	0.03943755506
704	0.03940839976
705	0.03937256842
706	0.03934596212
707	0.03929539652
708	0.03924464275
709	0.0391840271
710	0.03912759535
711	0.03907971043
712	0.03900912872
713	0.03899165746
714	0.03897958509
715	0.03897115921
716	0.03893837395
717	0.03891126417
718	0.03888661986
719	0.03885579831
720	0.03881176562
721	0.03876218535
722	0.03871318775
723	0.03864467856
724	0.03859677032
725	0.03853197593
726	0.03851691571
727	0.03842574323
728	0.0383990266
729	0.03835228591
730	0.03833728001
731	0.03827429778
732	0.03823037277
733	0.03816519692
734	0.03812302153
735	0.03808940174
736	0.03806445754
737	0.03801936823
738	0.03798418966
739	0.03792481632
740	0.03789170372
741	0.03785486525
742	0.03782496242
743	0.03778427453
744	0.03775761169
745	0.03772841226
746	0.0376890552
747	0.03764129534
748	0.03762837951
749	0.03758433754
750	0.0375612216
751	0.03752125884
752	0.03750880802
753	0.03746529522
754	0.03743849947
755	0.03735152619
756	0.03728358341
757	0.0372461256
758	0.03721062056
759	0.03718434953
760	0.03714664806
761	0.03710766842
762	0.0370734547
763	0.03706138319
764	0.03703628845
765	0.03699996471
766	0.03695118639
767	0.03693153333
768	0.03689884931
769	0.03686364218
770	0.03684223884
771	0.03681741798
772	0.03676943374
773	0.03675033595
774	0.03667213976
775	0.03662488196
776	0.03659126234
777	0.03654612358
778	0.03651822207
779	0.03649966266
780	0.03645385235
781	0.03640923445
782	0.03639242719
783	0.03638110245
784	0.03633680793
785	0.03629105897
786	0.03628706404
787	0.03625554224
788	0.03617472109
789	0.0361305122
790	0.03609061297
791	0.03605942009
792	0.03601553203
793	0.03599178198
794	0.0359699995
795	0.0359487662
796	0.03592397758
797	0.03588974168
798	0.03586026647
799	0.03582146089
800	0.03579816924
801	0.03578242793
802	0.0357356512
803	0.03573266657
804	0.03569437317
805	0.03567694836
806	0.03565838156
807	0.03562140868
808	0.03554817129
809	0.03551981488
810	0.03547457675
811	0.03543369274
812	0.03541645921
813	0.03537485091
814	0.03535256863
815	0.03531487786
816	0.03524808147
817	0.03519109671
818	0.03514593444
819	0.03512441934
820	0.03508399205
821	0.03506650319
822	0.03504563627
823	0.0350171493
824	0.03499965933
825	0.03498002477
826	0.03493887324
827	0.03489501038
828	0.03487242357
829	0.03483245948
830	0.03478761508
831	0.03477806364
832	0.03474312347
833	0.03472609368
834	0.0347022987
835	0.03463743221
836	0.03459938197
837	0.03456252286
838	0.03451905339
839	0.03449596828
840	0.03444678113
841	0.03442493546
842	0.0343891652
843	0.03437270018
844	0.03434181024
845	0.03430856112
846	0.03426324609
847	0.03422735322
848	0.03419628783
849	0.0341579227
850	0.03410704832
851	0.03406371274
852	0.03402510481
853	0.03398929589
854	0.03397169591
855	0.03393480259
856	0.03388920848
857	0.0338359019
858	0.03381276429
859	0.03377152294
860	0.03373608328
861	0.03370315755
862	0.03367637627
863	0.03364741288
864	0.03360620171
865	0.03356327646
866	0.03354735236
867	0.03352417533
868	0.03348479969
869	0.03344704933
870	0.03343154124
871	0.03340351129
872	0.03334080507
873	0.03328954701
874	0.03325598523
875	0.03322487881
876	0.03318478441
877	0.0331590957
878	0.03314373398
879	0.03309398999
880	0.03305802856
881	0.03302022717
882	0.03299318608
883	0.03295649536
884	0.03293023579
885	0.03290014285
886	0.03287552223
887	0.03282418854
888	0.03281532723
889	0.0327817095
890	0.03275717955
891	0.03271463676
892	0.03269094393
893	0.03267611035
894	0.03266278422
895	0.03262168918
896	0.03258067652
897	0.03254185589
898	0.03252192112
899	0.032484329
900	0.03244447347
901	0.0324322058
902	0.03240038226
903	0.03237311641
904	0.03235057171
905	0.0323109147
906	0.03226950929
907	0.03224052864
908	0.03222613347
909	0.03219430896
910	0.03217739542
911	0.03215124121
912	0.03211008239
913	0.03207948979
914	0.03204114569
915	0.03201199249
916	0.03198941258
917	0.03197520888
918	0.03193817855
919	0.03190478399
920	0.0318650001
921	0.03182888329
922	0.03179377913
923	0.03178716884
924	0.03174204074
925	0.03168099339
926	0.03166392558
927	0.03163430613
928	0.03160916291
929	0.03157243437
930	0.03153036731
931	0.03150025428
932	0.0314682781
933	0.03143876852
934	0.031411369
935	0.0313707386
936	0.03136262162
937	0.03133180258
938	0.03131506747
939	0.03127201906
940	0.0312487439
941	0.03120809234
942	0.03118675827
943	0.0311477107
944	0.03113154498
945	0.03109024937
946	0.03106937669
947	0.0310430974
948	0.03102183053
949	0.03101347824
950	0.03097207913
951	0.0309479516
952	0.03093131802
953	0.03088721984
954	0.03085522267
955	0.03081747532
956	0.03078791965
957	0.03076253877
958	0.03075485915
959	0.03072236236
960	0.0307092391
961	0.03065329826
962	0.03063689959
963	0.03060379725
964	0.03058146173
965	0.03057355753
966	0.03053229523
967	0.03050330552
968	0.0304634373
969	0.03044141465
970	0.03039156208
971	0.03037561751
972	0.03035111236
973	0.0303438278
974	0.03031652832
975	0.03028677067
976	0.03024958877
977	0.0302180904
978	0.03017301132
979	0.03014316603
980	0.03012857902
981	0.03010515428
982	0.03007000139
983	0.03006256919
984	0.03005501551
985	0.03000255119
986	0.029966058
987	0.02993850098
988	0.0299232111
989	0.02987549515
990	0.02983916919
991	0.0298278342
992	0.02981398615
993	0.02977884542
994	0.02974701075
995	0.02969847011
996	0.02968015857
997	0.02964908417
998	0.02961323006
999	0.02957757479
