iter	Logloss
0	0.6580197266
1	0.6270387054
2	0.5992631985
3	0.5728243772
4	0.5427429528
5	0.5155546374
6	0.4888331033
7	0.4670747434
8	0.4457568422
9	0.426122318
10	0.4052086246
11	0.3918003386
12	0.3762752533
13	0.3612517413
14	0.347683492
15	0.3320345165
16	0.3149173924
17	0.3016011335
18	0.2910578944
19	0.2811888761
20	0.2727040141
21	0.2619540318
22	0.2524996644
23	0.2430298256
24	0.2347944094
25	0.2256844594
26	0.2201644844
27	0.2136447083
28	0.2082511762
29	0.2011016416
30	0.1946837766
31	0.1879976684
32	0.1829630074
33	0.178487279
34	0.1728764746
35	0.1685611458
36	0.1654987556
37	0.1618442639
38	0.1576694806
39	0.155374391
40	0.1523392986
41	0.1486810793
42	0.1464020962
43	0.1439181807
44	0.1414428987
45	0.1395775697
46	0.1369265873
47	0.1345459777
48	0.132626477
49	0.1307023062
50	0.129165137
51	0.1273929192
52	0.1256680897
53	0.1245484988
54	0.1225890296
55	0.1211252568
56	0.1199625984
57	0.1183718828
58	0.1170821399
59	0.1159016932
60	0.1149290507
61	0.1135945974
62	0.1116243818
63	0.1107458238
64	0.1094287026
65	0.1085734709
66	0.1071464443
67	0.106293452
68	0.1051056075
69	0.104577121
70	0.1034746479
71	0.1027668243
72	0.1018567905
73	0.1009046395
74	0.1001027725
75	0.09958893356
76	0.09898991791
77	0.09804338497
78	0.0973379521
79	0.09684012573
80	0.09627496709
81	0.0958843958
82	0.09552164045
83	0.0949858398
84	0.09453729655
85	0.09357220226
86	0.09315030353
87	0.09261474713
88	0.09224451566
89	0.09188998233
90	0.09135567585
91	0.09090246972
92	0.09055917274
93	0.09021599645
94	0.08981749086
95	0.08957062942
96	0.08921376784
97	0.08887540792
98	0.0885661884
99	0.08829523096
100	0.08810091808
101	0.08765819889
102	0.08726176286
103	0.08663946948
104	0.08634207723
105	0.0860178678
106	0.08591464846
107	0.08554302354
108	0.08515119323
109	0.08471803411
110	0.08441152203
111	0.08412415177
112	0.08387898816
113	0.0836559449
114	0.08340282102
115	0.08303052508
116	0.08273881477
117	0.08237494611
118	0.08208330328
119	0.08179680802
120	0.08145728439
121	0.08127543179
122	0.08115010425
123	0.08090444282
124	0.08067324292
125	0.08050334337
126	0.08042273887
127	0.08018192436
128	0.07993531569
129	0.07977401178
130	0.07960158187
131	0.07948578333
132	0.07929268606
133	0.07918743252
134	0.07901740424
135	0.07884698502
136	0.07869702669
137	0.07853782036
138	0.07838886737
139	0.07819309827
140	0.07793492583
141	0.07777474029
142	0.07765935457
143	0.07747910762
144	0.0773598433
145	0.07718789385
146	0.07705700831
147	0.07694379645
148	0.07683776874
149	0.07666968469
150	0.0765810839
151	0.07630409481
152	0.07606757807
153	0.07596507519
154	0.07571574462
155	0.0756143097
156	0.07548137661
157	0.07541239459
158	0.0752748291
159	0.07516507901
160	0.07504288049
161	0.0748627847
162	0.07479218132
163	0.07463072662
164	0.07443675818
165	0.07432435372
166	0.07418595067
167	0.07401211998
168	0.07388767195
169	0.07368366215
170	0.07360740741
171	0.07344073032
172	0.07324953546
173	0.07319007061
174	0.07307380339
175	0.07280072649
176	0.07259529294
177	0.07252230222
178	0.0723703558
179	0.07226829838
180	0.07215370872
181	0.0720203846
182	0.07187263929
183	0.07179281068
184	0.07169641207
185	0.07157968706
186	0.07153167042
187	0.07144697967
188	0.07131751116
189	0.07119900099
190	0.07114848651
191	0.07109687837
192	0.07096077327
193	0.07083640349
194	0.07075051716
195	0.07065334472
196	0.07057039216
197	0.07041304641
198	0.07033528255
199	0.07024948176
200	0.07007331714
201	0.0699420634
202	0.06987528078
203	0.06973063368
204	0.06957783674
205	0.06946255551
206	0.06931713875
207	0.06923658946
208	0.06912224923
209	0.0689997639
210	0.0689026842
211	0.06881070298
212	0.06869855606
213	0.06860900316
214	0.0685002722
215	0.06840302975
216	0.06828485676
217	0.06823737699
218	0.06810668335
219	0.06802284225
220	0.06791069739
221	0.06781619791
222	0.06769279811
223	0.06761265803
224	0.06746981572
225	0.06736254547
226	0.06731353904
227	0.06721830993
228	0.06714501309
229	0.06709775361
230	0.06697640431
231	0.066877647
232	0.06675446348
233	0.06665848274
234	0.0665283113
235	0.06648734432
236	0.06643418067
237	0.06633434276
238	0.06624966382
239	0.06612956736
240	0.06598222123
241	0.06582712342
242	0.06572351377
243	0.06566267504
244	0.06558510876
245	0.06552987646
246	0.06540321843
247	0.06534689223
248	0.06522104427
249	0.06517753638
250	0.06510997067
251	0.06504078399
252	0.06491299363
253	0.06484031993
254	0.0647426749
255	0.06470152882
256	0.06465981393
257	0.0645564383
258	0.06447768057
259	0.06440782138
260	0.06437387753
261	0.0643031055
262	0.06423933862
263	0.06416057878
264	0.06407766627
265	0.06404045766
266	0.06395359727
267	0.06387846991
268	0.06383601953
269	0.06377841027
270	0.06371226502
271	0.06364773296
272	0.06359550492
273	0.06353854745
274	0.06347846363
275	0.06340132328
276	0.06329486432
277	0.06324087672
278	0.06316605368
279	0.0630953527
280	0.06299819258
281	0.06294266358
282	0.06287207917
283	0.06283152393
284	0.06273376269
285	0.06263541773
286	0.06254721644
287	0.0624583465
288	0.06242346535
289	0.06234771301
290	0.06232160761
291	0.06225060609
292	0.06216129228
293	0.06214556813
294	0.06207930669
295	0.06196187087
296	0.06183521582
297	0.0617455311
298	0.06167673315
299	0.06158812287
300	0.06149790463
301	0.06139601445
302	0.06132228387
303	0.0612354001
304	0.06114531748
305	0.06103524008
306	0.06092727965
307	0.06088578235
308	0.06082351046
309	0.0607632593
310	0.06070584566
311	0.06061812449
312	0.06056800777
313	0.06054616431
314	0.06050437547
315	0.06044324557
316	0.06037970859
317	0.06032398687
318	0.0602107139
319	0.06016259192
320	0.0600789541
321	0.06002984059
322	0.05995437287
323	0.0598895112
324	0.05982939398
325	0.0597889994
326	0.05974186001
327	0.05965684103
328	0.0595344304
329	0.05948700662
330	0.05942101438
331	0.05937306626
332	0.05928053423
333	0.05922852106
334	0.05915877044
335	0.05906109342
336	0.05903805339
337	0.05898156175
338	0.05896240644
339	0.0588775808
340	0.05876052001
341	0.05870543899
342	0.05859363641
343	0.05856126708
344	0.0585252842
345	0.05848226606
346	0.05837170385
347	0.05831742766
348	0.05818934252
349	0.05811885716
350	0.05809246237
351	0.05803074251
352	0.05793632466
353	0.05790938778
354	0.05782618557
355	0.05774007488
356	0.05769355367
357	0.05761697471
358	0.05758173949
359	0.05751275763
360	0.05745643861
361	0.05739584827
362	0.05732344971
363	0.05726284206
364	0.05721071039
365	0.05718223474
366	0.05712404733
367	0.0570720816
368	0.05697433514
369	0.05692249169
370	0.05688211313
371	0.05683364122
372	0.05675769248
373	0.05671084134
374	0.05667022282
375	0.05660061283
376	0.05656088878
377	0.05651944852
378	0.05649173309
379	0.05644681703
380	0.05632124588
381	0.05625811502
382	0.0562198382
383	0.05613808901
384	0.05608452403
385	0.05602819417
386	0.05592019904
387	0.05586677362
388	0.05575201325
389	0.05568807121
390	0.05560565655
391	0.05553648066
392	0.05542849257
393	0.05536923203
394	0.05530910036
395	0.05528286326
396	0.0551844843
397	0.05515299825
398	0.05510585597
399	0.05500640443
400	0.0549095096
401	0.05484251424
402	0.05473641516
403	0.05465678235
404	0.05462635283
405	0.05454036642
406	0.05445932509
407	0.05442072864
408	0.0543640512
409	0.05427360985
410	0.05423429123
411	0.05414318904
412	0.054107127
413	0.05405052906
414	0.05400576623
415	0.05394041479
416	0.05390237059
417	0.05386590922
418	0.05377589231
419	0.05370631607
420	0.05366683208
421	0.05359003029
422	0.05350795344
423	0.05341410417
424	0.05334000014
425	0.05326014348
426	0.0531836117
427	0.05311244626
428	0.05307153449
429	0.0530254133
430	0.05293478057
431	0.05288455252
432	0.05281816433
433	0.05277572112
434	0.05270928438
435	0.05265583395
436	0.05261570345
437	0.05258903364
438	0.05253549932
439	0.05247464915
440	0.05243472291
441	0.05228588034
442	0.0522427863
443	0.05217821611
444	0.05211841621
445	0.05204347618
446	0.05193249111
447	0.05189384344
448	0.05183469865
449	0.0518051935
450	0.05177389859
451	0.0517395186
452	0.05166702624
453	0.05158766206
454	0.05155194332
455	0.05147558606
456	0.05143834406
457	0.05140131369
458	0.05132832058
459	0.05128747381
460	0.05127220809
461	0.05121643782
462	0.05118502263
463	0.05114548178
464	0.05107505189
465	0.05101619388
466	0.05089845591
467	0.05085333709
468	0.05080274981
469	0.05075823599
470	0.05067435366
471	0.05062174581
472	0.05058794699
473	0.05053822176
474	0.0504849229
475	0.0504718122
476	0.05041354471
477	0.0503829063
478	0.05034524883
479	0.05031966474
480	0.05027095839
481	0.05022684038
482	0.05016939327
483	0.05014642213
484	0.05003616159
485	0.05000439055
486	0.04997181739
487	0.04994371292
488	0.0498998395
489	0.04984699688
490	0.04978629966
491	0.04975540498
492	0.04970182053
493	0.04957546492
494	0.04953520319
495	0.04945701411
496	0.04941737307
497	0.0493852545
498	0.04934050173
499	0.04931720171
500	0.04927924242
501	0.04921969731
502	0.04915345957
503	0.0491200498
504	0.04905240636
505	0.0489629404
506	0.04893902206
507	0.04889677265
508	0.04887048821
509	0.04884156248
510	0.04877413162
511	0.04872207205
512	0.04869972029
513	0.04866929689
514	0.04862569575
515	0.04853578268
516	0.04850432413
517	0.04845019905
518	0.04841845105
519	0.04838999651
520	0.04827952517
521	0.04823627591
522	0.04818334238
523	0.04815383151
524	0.04808379218
525	0.04807288616
526	0.04802057918
527	0.04799614056
528	0.04795903827
529	0.04792273402
530	0.04790282671
531	0.04782723771
532	0.04779799774
533	0.04776586103
534	0.04773980223
535	0.04771940041
536	0.04767285305
537	0.04762040075
538	0.04758191035
539	0.04753172236
540	0.04747754007
541	0.04743369057
542	0.04732984065
543	0.04728518869
544	0.04726639932
545	0.04722346703
546	0.04718349166
547	0.04713811841
548	0.04710398825
549	0.04702510744
550	0.04697414067
551	0.0469318724
552	0.04692282304
553	0.04684774937
554	0.04681306357
555	0.04672098759
556	0.04669380647
557	0.04663377719
558	0.04660479361
559	0.04657975193
560	0.04650927053
561	0.04647264444
562	0.0463998001
563	0.04634566874
564	0.04629870331
565	0.04623065789
566	0.04618732956
567	0.04614092658
568	0.04606348602
569	0.0460031043
570	0.04598541037
